Name
Aaron
Adam
Adrien
Alban
Alexandre
Alexis
Alix
Amaury
Anatole
Antoine
Armand
Arnaud
Arno
Arthur
Aubin
Auguste
Augustin
Aurélien
Axel
Baptiste
Bastien
Benjamin
Benoît
Bryan
Calixte
Charles
Charly
Christophe
Christopher
Clément
Corentin
Cyril
Cédric
Damien
Daniel
Dany
David
Davy
Dennis
Dimitri
Dorian
Edouard
Emmanuel
Enzo
Erwan
Esteban
Ethan
Evan
Fabien
Fabrice
Fernand
Florent
Florian
Francis
Franck
François
Frédéric
Félix
Gabriel
Gary
Gaspard
Gaston
Gautier
Gaël
Gaëtan
Geoffrey
Georges
Germain
Gilbert
Gilles
Grégory
Guillaume
Guy
Gérard
Harold
Hector
Henri
Hervé
Hippolyte
Honoré
Hugo
Isaac
Ivan
Jack
Jacques
Joachim
Joanny
Jocelyn
Johann
Jonathan
Jordan
Joris
Joseph
Josselin
Jules
Julien
Jérémy
Jérôme
Kévin
Ladislas
Lancelot
Laurent
Lionel
Loris
Louis
Loup
Loïc
Luc
Lucas
Lucien
Ludovic
Léo
Léon
Léonard
Malo
Marc
Marcel
Martin
Mathias
Mathieu
Mathis
Mathéo
Matthias
Matthieu
Maxence
Maxime
Maximilien
Michaël
Michel
Morgan
Nathan
Nathanaël
Nicolas
Noah
Noam
Noé
Olivier
Oscar
Pascal
Patrice
Patrick
Paul
Philippe
Pierre
Quentin
Raoul
Raphaël
Raymond
Renaud
Richard
Robert
Roland
Romain
Ronan
Rémi
Stéphane
Sylvain
Sébastien
Thibaud
Thibault
Thierry
Thomas
Théo
Théodore
Timothée
Tristan
Valentin
Victor
Vincent
Xavier
Yann
Yannick
Yves
Zacharie
Élie
Élio
Élisée
Éloi
Émeric
Émile
Éric
Évan
