Name
Aaron
Adam
Aidan
Albie
Alfie
Archie
Arthur
Asher
Austin
Benjamin
Blake
Bobby
Brodie
Caleb
Callum
Cameron
Charles
Charlie
Connor
Daniel
Dexter
Dylan
Edward
Elijah
Elliot
Elliott
Ethan
Evan
Ezra
Felix
Finn
Frankie
Freddie
Frederick
Gabriel
George
Harley
Harrison
Harry
Harvey
Henry
Hudson
Hugo
Hunter
Isaac
Jack
Jackson
Jacob
Jake
James
Jamie
Jasper
Jayden
Jenson
Joseph
Joshua
Jude
Kai
Leo
Leon
Lewis
Liam
Logan
Louie
Luca
Lucas
Luke
Mason
Matthew
Max
Michael
Muhammad
Nathan
Noah
Oliver
Ollie
Oscar
Owen
Reuben
Riley
Robert
Roman
Ronnie
Rory
Ryan
Samuel
Sebastian
Seth
Sonny
Stanley
Teddy
Theo
Theodore
Thomas
Toby
Tommy
Tyler
William
Zachary
