Name
Aaliyah
Abigail
Ada
Adele
Adele
Adeline
Adriana
Aisha
Alea
Alessia
Alexa
Alexandra
Alia
Alicia
Alina
Aline
Alisa
Alva
Alya
Alyssa
Amalia
Amanda
Amara
Amelie
Amelina
Amina
Amira
Anastasia
Anita
Anja
Anna
Annabell
Anni
Annika
Antonia
Ariana
Arianna
Arina
Astrid
Aurelia
Aurelie
Aurora
Ava
Aylin
Beatrice
Bela
Benedikta
Betty
Bianca
Brigitte
Camilla
Cara
Carina
Carla
Carlotta
Carolin
Cassandra
Catharina
Cecilia
Celina
Celine
Ceylin
Charlotte
Chiara
Christina
Claire
Clara
Cleo
Corinna
Dagmar
Dalia
Dana
Daria
Delia
Diana
Doris
Eda
Edda
Eileen
Ela
Elea
Elena
Eleonora
Elif
Elin
Elina
Elisa
Elisabeth
Ella
Ellen
Elli
Elsa
Elvira
Emelie
Emilia
Emine
Emma
Emmi
Enna
Erika
Esra
Estelle
Esther
Eva
Evelyn
Fabiana
Fabienne
Fanny
Fatima
Felicitas
Felina
Feline
Fenja
Fine
Finja
Flora
Florentine
Franka
Franziska
Freya
Frida
Frieda
Giulia
Greta
Hailey
Hanna
Hannah
Hedda
Hedi
Helena
Helene
Henriette
Hermine
Ida
Ina
Iris
Isabell
Isabella
Ivy
Jamila
Jana
Jasmin
Jette
Joana
Johanna
Joleen
Jonna
Josefine
Josephine
Judith
Julia
Juna
Kaja
Karlotta
Katharina
Kira
Laila
Lana
Lara
Larissa
Laura
Lea
Lena
Leni
Leonie
Leticia
Levke
Lia
Liesel
Lieselotte
Lilia
Liliana
Lilly
Lina
Lina
Linda
Linn
Lisa
Livia
Liyana
Lola
Lore
Lorena
Lotta
Lotti
Luca
Luca
Luciana
Luisa/Louisa
Luise
Luna
Lynn
Magdalena
Maike
Maila
Maira
Maja
Malia
Malin
Malina
Maren
Margarete
Mariam
Marie
Marieke
Mariella
Marit
Marla
Marlena
Marlene
Martha
Mathilda
Mathilde
Melia
Melina
Melissa
Merle
Mia
Mila
Milena
Mina
Mira
Nadia
Nala
Naomi
Natalie
Nayla
Nela
Nele
Nelia
Nika
Nike
Nina
Noemi
Nora
Olivia
Patricia
Paula
Pauline
Philine
Phoebe
Pia
Raffaela
Rebecca
Ria
Rike
Romy
Ronja
Ronja
Rosa
Rosalie
Runa
Sabrina
Samantha
Samira
Sandra
Sara
Sarah
Selina
Selma
Sienna
Sigrid
Sina
Sina
Smilla
Sofia
Sophia/Sofia
Sophie
Stella
Svea
Tabea
Talia
Tamina
Tanja
Tara
Teresa
Tessa
Thea
Theresa
Tilda
Tina
Toni
Tuana
Valentina
Vanessa
Vera
Veronika
Victoria
Viola
Vivian
Wiebke
Wilma
Xenia
Yara
Yasmin
Ylvi
Yuna
Zara
Zeynep
Zoe
