Name
Adriana
Ainhoa
Alba
Alejandra
Alicia
Amparo
Ana
Ana Belén
Ana Isabel
Ana María
Andrea
Angela
Angeles
Anna
Antonia
Beatriz
Carla
Carmen
Carolina
Catalina
Celia
Clara
Claudia
Concepción
Cristina
Daniela
Dolores
Elena
Emma
Encarnación
Esther
Eva
Eva María
Fatima
Francisca
Ines
Inmaculada
Irene
Isabel
Josefa
Juana
Julia
Laura
Lidia
Lorena
Lucia
Manuela
Margarita
María
María Angeles
María Antonia
María Carmen
María Concepcion
María Cristina
María Dolores
María Elena
María Isabel
María Jesus
María José
María Josefa
María Luisa
María Mar
María Mercedes
María Nieves
María Pilar
María Rosa
María Rosario
María Teresa
María Victoria
Marina
Marta
Martina
Mercedes
Miriam
Monica
Montserrat
Natalia
Nerea
Noelia
Nuria
Olga
Patricia
Paula
Pilar
Raquel
Rocio
Rosa
Rosa María
Rosario
Sandra
Sara
Silvia
Sofia
Sonia
Susana
Teresa
Valeria
Veronica
Victoria
Yolanda
