Name
Adolfo
Adriano
Alberto
Aldo
Alessandro
Alessio
Alessio
Alfio
Alfonso
Amadeo
Amedeo
Amerigo
Andrea
Andrea
Angelo
Aniello
Antonio
Antonio
Armando
Ascanio
Augusto
Aurelio
Bartolomeo
Benedetto
Beniamino
Bruno
Carlo
Carmine
Ciro
Claudio
Cristiano
Damiano
Daniele
Dante
Dario
Davide
Davide
Diego
Domenico
Donato
Edoardo
Elia
Elio
Emanuele
Emilio
Enrico
Enzo
Ernesto
Eugenio
Fabio
Fabrizio
Fausto
Federico
Ferdinando
Filippo
Filippo
Fiorello
Flavio
Francesco
Franco
Gabriele
Gabriele
Gaetano
Giacomo
Giancarlo
Gianfranco
Gianluca
Gianni
Gino
Giorgio
Giovanni
Giuliano
Giulio
Giuseppe
Giuseppe
Guglielmo
Guido
Ignazio
Ilario
Leandro
Leo
Leonardo
Leone
Lino
Livio
Lorenzo
Loreto
Luca
Luciano
Luigi
Manuel
Marcello
Marco
Marino
Mario
Massimo
Mattia
Maurizio
Michele
Michele
Mirko
Nico
Nicola
Oreste
Orlando
Oscar
Ottavio
Paolo
Pasquale
Patrizio
Piero
Pietro
Pietro
Primo
Raffaele
Remo
Renato
Renzo
Riccardo
Riccardo
Roberto
Rocco
Romeo
Rosario
Salvatore
Salvatore
Samuele
Sandro
Santino
Sebastiano
Sergio
Silvano
Silvio
Simone
Simone
Stefano
Tiziano
Tommaso
Umberto
Valentino
Valerio
Vasco
Vicenzo
Vincenzo
Vito
Vittorio
