Name
Ada
Adelaide
Adelina
Adriana
Agata
Agnese
Alessandra
Alessia
Alice
Allegra
Alma
Amalia
Angela
Angelica
Angelina
Anita
Anna
Annabella
Antonella
Antonia
Aria
Arianna
Asia
Assunta
Augusta
Aurelia
Aurora
Azzurra
Beatrice
Benedetta
Bianca
Camilla
Carla
Carlotta
Caterina
Cecilia
Celeste
Chiara
Clara
Claudia
Concetta
Constanza
Corina
Costanza
Daniela
Daria
Debora
Delfina
Delia
Diana
Diletta
Donatella
Edda
Elena
Elena
Eleonora
Elisa
Elisabetta
Emanuela
Emilia
Emma
Erica
Federica
Fiammetta
Fiorella
Flavia
Flora
Franca
Francesca
Gabriella
Gaia
Gemma
Gianna
Gilda
Ginevra
Gioconda
Giorgia
Giovanna
Gisella
Giulia
Giuliana
Giulietta
Giuseppina
Graziella
Greta
Ida
Ilaria
Immacolata
Irene
Isabella
Lara
Laura
Leda
Lena
Letizia
Lia
Liliana
Linda
Livia
Lorena
Lorenza
Luana
Lucia
Luciana
Lucrezia
Ludovica
Ludovica
Luisa
Maddalena
Mara
Marcella
Margherita
Maria
Marianna
Marisa
Marta
Martina
Matilde
Milena
Monica
Nadia
Natalia
Nevia
Nicole
Nicoletta
Noemi
Olga
Ornella
Paola
Patrizia
Pia
Piera
Raffaella
Rebecca
Renata
Rina
Roberta
Romina
Rosa
Rosalia
Rosanna
Rosella
Rosetta
Rossana
Sabrina
Sandra
Sara
Serena
Silvia
Simona
Sofia
Stefania
Stella
Susanna
Teresa
Tina
Tiziana
Valentina
Valeria
Vanessa
Veronica
Vincenza
Viola
Virginia
Vittoria
Vittoria
Viviana
Zoe
