Name
Adela
Adriana
Adrianna
Agata
Agnieszka
Alberta
Aldona
Aleksandra
Alfreda
Alicja
Alina
Amelia
Anastazja
Aniela
Anita
Anna
Antonina
Apolonia
Barbara
Benedykta
Bernadeta
Bianka
Blandyna
Blanka
Bogdana
Bogna
Bogna
Bogumiła
Bogusława
Bolesława
Bożena
Cecylia
Celina
Cezaria
Chrystiana
Cibora
Cypriana
Cyryla
Czcibora
Czesława
Czesława
Czesława
Dagmara
Danuta
Daria
Diana
Dobrawa
Dobrochna
Dobromiła
Dobromira
Dobrosława
Domicela
Dominika
Donata
Dorota
Dymitra
Edyta
Efrosinia
Elena
Eleonora
Eliza
Elżbieta
Emilia
Eryka
Eufemia
Eufrozyna
Eugenia
Eulalia
Ewa
Ewelina
Faustyna
Felicja
Felicjana
Ferdynanda
Filipa
Fiona
Flora
Florentyna
Fortunata
Franciszka
Fryderyka
Gabriela
Genowefa
Gerda
Gertruda
Gizela
Gloria
Gracjana
Grażyna
Greta
Grodzisława
Gryzelda
Gunda
Halina
Halszka
Hanna
Helena
Henryka
Hermenegilda
Hieronima
Hildegarda
Hildegarda
Hipolita
Honorata
Hortensja
Ida
Iga
Ilona
Inga
Ingeborga
Irena
Irmgarda
Irmgarda
Irmina
Iwa
Iwona
Iza
Izabela
Jadwiga
Jagna
Jagoda
Janina
Jarmiła
Jaromira
Jaromira
Joanna
Jolanta
Jolenta
Jowita
Józefa
Judyta
Julia
Kaja
Kalina
Kamila
Karolina
Kasandra
Katarzyna
Kazimiera
Kinga
Klara
Klaudia
Kordula
Kornela
Kornelia
Krystyna
Ksenia
Kunegunda
Kunegunda
Larysa
Laura
Lena
Leokadia
Leokadia
Leonia
Ligia
Lilia
Liliana
Liwia
Lubomira
Łucja
Lucyna
Ludgarda
Ludmiła
Ludwika
Magdalena
Maja
Małgorzata
Malwina
Marcela
Marcelina
Marcelina
Marcelina
Maria
Marianna
Marietta
Marika
Mariola
Marta
Martyna
Melania
Mieczysława
Mirosława
Monika
Nadia
Nadzieja
Narcyza
Nastazja
Natalia
Natasza
Natasza
Nela
Nikola
Nikoletta
Nina
Nina
Noemi
Nonna
Ofelia
Oksana
Oksenia
Oktawia
Olena
Olga
Olimpia
Oliwia
Oliwiera
Oliwiera
Oresta
Otylia
Pamela
Patrycja
Patrycja
Paulina
Pelagia
Pelagia
Perła
Petra
Petronela
Pola
Priska
Prudencja
Przemysława
Radosława
Radosława
Radosława
Raisa
Regina
Renata
Rita
Roksana
Roma
Roma
Róża
Rozalia
Rufina
Sabina
Salomea
Sandra
Sara
Seweryna
Sławina
Sławka
Sławomira
Sobiesława
Sobiesława
Sonia
Stanisława
Stefania
Świętosława
Sylwia
Tacjana
Taisa
Tamara
Teodora
Teodozja
Teofila
Teresa
Teresa
Tola
Tosia
Tymotea
Tytusa
Ula
Ulana
Uljana
Uljana
Ulryka
Ulryka
Una
Urszula
Urszula
Violetta
Wacława
Walentyna
Waleria
Wanda
Weronika
Wiera
Wiesława
Wiktoria
Wioleta
Wioletta
Witosława
Witosława
Władysława
Żaneta
Zbigniewa
Zbisława
Zdzisława
Zdzisława
Zefiryna
Zelma
Zenia
Zenobia
Zinaida
Zoe
Zofia
Zuzanna
Żywia
